id,arabic,translate_id,narator,hadith_scholar,source,hadith_no,level_of_hadith
650,إِنَّكُمْ تَخْتَصِمُونَ إِلَيَّ وَلَعَلَّ بَعْضَكُمْ أَلْحَنُ بِحُجَّتِهِ مِنْ بَعْضٍ ، فَمَنْ قَضَيْتُ لَهُ بِحَقِّ أَخِيهِ شَيْئًا بِقَوْلِهِ فَإِنَّمَا أَقْطَعُ لَهُ قِطْعَةً مِنَ النَّارِ ، فَلَا يَأْخُذْهَا ,"“Kalian menyerahkan persengketaan kalian kepadaku. Namun bisa jadi sebagian dari kalian lebih lihai dalam berargumen daripada yang lain. Maka barangsiapa yang karena kelihaian argumennya itu, lalu aku tetapkan baginya sesuatu hal yang sebenarnya itu adalah hak dari orang lain. Maka pada hakekatnya ketika itu aku telah menetapkan baginya sepotong api neraka. Oleh karena itu hendaknya jangan mengambil hak orang lain”",Ummu Salamah Hindun,Al Bukhari,Shahih Al Bukhari,2680,Shahih
651,لَيْسَ الْغِنَى عَنْ كَثْرَةِ الْعَرَضِ، وَلَكِنَّ الْغِنَى غِنَى النَّفْسِ,"“Bukanlah kekayaan itu adalah banyaknya harta benda, namun kekayaan yang hakiki adalah kekayaan hati”",Abu Hurairah,Muslim bin Hajjaj,Shahih Muslim,1051,Shahih
652,لَيْسَ الْغِنَى عَنْ كَثْرَةِ الْعَرَضِ، وَلَكِنَّ الْغِنَى غِنَى النَّفْسِ,"“Bukanlah kekayaan itu adalah banyaknya harta benda, namun kekayaan yang hakiki adalah kekayaan hati”",Abu Hurairah,Al Bukhari,Shahih Al Bukhari,6446,Shahih
653,مَنْ اقْتَنَى كَلْبًا لَيْسَ بِكَلْبِ صَيْدٍ وَلا مَاشِيَةٍ وَلا أَرْضٍ فَإِنَّهُ يَنْقُصُ مِنْ أَجْرِهِ قِيرَاطَانِ كُلَّ يَوْمٍ,"“Barangsiapa yang memelihara anjing, yang bukan untuk berburu atau menjaga ternak atau menjaga ladang, maka berkurang pahala kebaikannya setiap hari dua qirath”",Abu Hurairah,Muslim bin Hajjaj,Shahih Muslim,2974,Shahih
654,ما أَعْطى الرَّجلَ امرأتَه، فهو صَدَقةٌ,"“Apa yang diberikan seorang suami kepada istri, itu adalah sedekah”",Amr bin Umayyah,Muhammad Nashiruddin Al Albani,Shahih Jami' Ash Shaghir,5540,Shahih
655,ما أَعْطى الرَّجلَ امرأتَه، فهو صَدَقةٌ,"“Apa yang diberikan seorang suami kepada istri, itu adalah sedekah”",Amr bin Umayyah,Syu'aib Al Arnauth,Takhrij Musnad Ahmad,17617,Shahih li ghairihi
656,أَحَبُّ البِلَادِ إلى اللهِ مَسَاجِدُهَا، وَأَبْغَضُ البِلَادِ إلى اللهِ أَسْوَاقُهَا,“Tempat yang paling dicintai oleh Allah adalah masjid. Tempat yang paling dibenci oleh Allah adalah pasar”,Abu Hurairah,Muslim bin Hajjaj,Shahih Muslim,671,Shahih
657,اطَّلَعْتُ في الجَنَّةِ فَرَأَيْتُ أَكْثَرَ أَهْلِهَا الفُقَرَاءَ، وَاطَّلَعْتُ في النَّارِ فَرَأَيْتُ أَكْثَرَ أَهْلِهَا النِّسَاءَ. وفي رواية : أنَّ النبيَّ صَلَّى اللَّهُ عليه وَسَلَّمَ، اطَّلَعَ في النَّارِ,"“Aku pernah melihat surga, lalu aku lihat kebanyakan penghuninya adalah orang fakir. Dan aku pernah melihat neraka, dan aku melihat kebanyakan penduduknya adalah wanita. Dalam riwayat lain: Nabi Shallallahu'alaihi Wasallam pernah melihat neraka”",Abdullah bin Abbas,Muslim bin Hajjaj,Shahih Muslim,2737,Shahih
658,أُرِيتُ النَّارَ فَإِذَا أكْثَرُ أهْلِهَا النِّسَاءُ، يَكْفُرْنَ قيلَ: أيَكْفُرْنَ باللَّهِ؟ قالَ: يَكْفُرْنَ العَشِيرَ، ويَكْفُرْنَ الإحْسَانَ، لو أحْسَنْتَ إلى إحْدَاهُنَّ الدَّهْرَ، ثُمَّ رَأَتْ مِنْكَ شيئًا، قالَتْ: ما رَأَيْتُ مِنْكَ خَيْرًا قَطُّ,"“Diperlihatkan kepadaku neraka, dan aku melihat kebanyakan penduduknya adalah wanita”. Para wanita bertanya: “apakah karena mereka kufur kepada Allah?”. Nabi menjawab: “Karena mereka kufur kepada suami mereka dan kufur kepada kebaikan suami mereka. Jika engkau para suami, berlaku baik kepada istri kalian sepanjang waktu, kemudian sang istri melihat satu keburukan dari dirimu, maka sang istri akan mengatakan: aku tidak pernah melihat kebaikan dari dirimu”",Abdullah bin Abbas,Al Bukhari,Shahih Al Bukhari,29,Shahih
659,إنِّي لأَدْخُلُ الصَّلاةَ أُرِيدُ إطالَتَها فأسْمَعُ بُكاءَ الصَّبِيِّ، فَأُخَفِّفُ مِن شِدَّةِ وجْدِ أُمِّهِ بهِ,“Aku pernah mengimami shalat dan aku berniat untuk memperpanjang shalat tersebut. Namun aku mendengar tangisan anak kecil. Maka aku ringkas shalat tersebut karena aku memahami betapa berat perasaan ibunya”,Anas bin Malik,Muslim bin Hajjaj,Shahih Muslim,470,Shahih
660,إِنِّي لَأَدْخُلُ فِي الصَّلاَةِ وَأَنَا أُرِيدُ إِطَالَتَهَا، فَأَسْمَعُ بُكَاءَ الصَّبِيِّ، فَأَتَجَوَّزُ فِي صَلاَتِي مِمَّا أَعْلَمُ مِنْ شِدَّةِ وَجْدِ أُمِّهِ مِنْ بُكَائِهِ,“Aku pernah mengimami shalat dan aku berniat untuk memperpanjang shalat tersebut. Namun aku mendengar tangisan anak kecil. Maka aku ringkas shalat tersebut karena aku memahami betapa berat perasaan ibunya karena tangisan anaknya”,Anas bin Malik,Al Bukhari,Shahih Al Bukhari,709,Shahih
661,إنك تأتي قوما من أهل الكتاب ، فادعهم إلى شهادة أن لا إله إلا الله وأني رسول الله ، فإن هم أطاعوا لذلك فأعلمهم أن الله افترض عليهم خمس صلوات في كل يوم وليلة ، فإن هم أطاعوا لذلك فأعلمهم أن الله افترض عليهم صدقة تؤخذ من أغنيائهم فترد في فقرائهم فإن هم أطاعوا لذلك فإياك وكرائم أموالهم,"“Engkau akan mendatangi sebuah kaum ahli kitab. Ajaklah mereka untuk bersaksi bahwa tidak ada Ilah yang berhak disembah selain Allah dan bahwasanya Aku adalah utusan Allah. Jika mereka mentaatimu untuk hal tersebut, ajarilah mereka bahwa Allah mewajibkan shalat lima waktu setiap sehari semalam. Jika mereka mentaatimu untuk hal tersebut, ajarilah mereka bahwa Allah telah mewajibkan kepada mereka membayar zakat yang diambil dari orang kaya mereka lalu dibagikan kepada orang-orang faqir di antara mereka. Jika mereka mentaatimu untuk hal tersebut, jauhilah harta-harta mereka”",Mu'adz bin Jabal,Muslim bin Hajjaj,Shahih Muslim,19,Shahih
662,من أتى كاهِنا أو عرَّافا فصدّقهُ بما يقولُ فقد كفرَ بما أُنزلَ على محمدٍ,"“Barangsiapa yang mendatangi dukun atau mendatangi tukang ramal, kemudian ia membenarkannya, maka ia telah kufur pada apa yang telah diturunkan kepada Muhammad”",Abu Hurairah,Muhammad Nashiruddin Al Albani,Shahih Jami' Ash Shaghir,5939,Shahih
663,جاءَ جبريلُ عليهِ السَّلامُ إلى النَّبيِّ صلَّى اللَّهُ عليهِ وسلَّمَ، فقالَ: يا محمَّدُ، عِش ما شِئتَ فإنَّكَ ميِّتٌ، وأحبِب مَن أحببتَ فإنَّكَ مُفارقُهُ، واعمَل ما شئتَ فإنَّكَ مجزئ بِهِ، ثمَّ قالَ: يا مُحمَّدُ شَرفُ المؤمِنِ قيامُ اللَّيلِ وعزُّهُ استِغناؤُهُ عنِ النَّاسِ,"“Malaikat Jibril datang kepada Nabi Shallallahu’alaihi Wasallam, kemudian ia berkata: Wahai Muhammad, hiduplah semaumu karena engkau akan menjadi mayit. Dan cintailah orang semaumu, karena engkau akan meninggalkannya. Beramallah semaumu, karena semuanya akan dibalas. Kemudian Jibril berkata: Wahai Muhammad, kemuliaan seorang mukmin didapatkan dengan shalat malam, menjaga izzah (kehormatan), dan tidak minta-minta kepada orang lain”",Sahl bin Sa'ad As Sa'idi,Al Hakim,Al Mustadrak 'ala Shahihain,5/463,Sanadnya shahih
664,إذا رَأَيْتُمْ هِلالَ ذِي الحِجَّةِ، وأَرادَ أحَدُكُمْ أنْ يُضَحِّيَ، فَلْيُمْسِكْ عن شَعْرِهِ وأَظْفارِهِ,"“Jika kalian melihat hilal Dzulhijjah, dan seseorang sudah berniat untuk berqurban, maka hendaknya ia membiarkan semua rambutnya dan semua kukunya”",Ummu Salamah Hindun,Muslim bin Hajjaj,Shahih Muslim,1977,Shahih
665,لا تُنْكَحُ الأيِّمُ حتَّى تُسْتَأْمَرَ، ولا تُنْكَحُ البِكْرُ حتَّى تُسْتَأْذَنَ قالوا: كيفَ إذْنُها؟ قالَ: أنْ تَسْكُتَ,"“""Tidak boleh seorang janda dinikahkan sampai ia menyatakan persetujuan dengan lisan, dan tidak boleh seorang perawan dinikahkan sampai ia menyatakan persetujuan"". Seorang sahabat bertanya: “Bagaimana persetujuan seorang perawan?”. Nabi bersabda: “dengan diamnya ketika ditanya””",Abu Hurairah,Al Bukhari,Shahih Al Bukhari,6970,Shahih
666,لا تُنْكَحُ الأيِّمُ حتَّى تُسْتَأْمَرَ، ولا تُنْكَحُ البِكْرُ حتَّى تُسْتَأْذَنَ قالوا: يا رَسولَ اللَّهِ، وكيفَ إذْنُها؟ قالَ: أنْ تَسْكُتَ,"“""Tidak boleh seorang janda dinikahkan sampai ia menyatakan persetujuan dengan lisan, dan tidak boleh seorang perawan dinikahkan sampai ia menyatakan persetujuan"". Seorang sahabat bertanya: “Wahai Rasulullah, Bagaimana persetujuan seorang perawan?”. Nabi bersabda: “dengan diamnya ketika ditanya””",Abu Hurairah,Muslim bin Hajjaj,Shahih Muslim,1419,Shahih
667,لا تُنْكَحُ الأيِّمُ حتَّى تُسْتَأْمَرَ، ولا تُنْكَحُ البِكْرُ حتَّى تُسْتَأْذَنَ قالوا: يا رَسولَ اللَّهِ، وكيفَ إذْنُها؟ قالَ: أنْ تَسْكُتَ,"“""Tidak boleh seorang janda dinikahkan sampai ia menyatakan persetujuan dengan lisan, dan tidak boleh seorang perawan dinikahkan sampai ia menyatakan persetujuan"". Seorang sahabat bertanya: “Wahai Rasulullah, bagaimana persetujuan seorang perawan?”. Nabi bersabda: “dengan diamnya ketika ditanya””",Abu Hurairah,Al Bukhari,Shahih Al Bukhari,5136,Shahih
668,قدم رسول الله صلى الله عليه وسلم المدينة ولهم يومان يلعبون فيهما فقال ما هذان اليومان قالوا كنا نلعب فيهما في الجاهلية فقال رسول الله صلى الله عليه وسلم إن الله قد أبدلكم بهما خيرا منهما يوم الأضحى ويوم الفطر,"“Di masa Rasulullah shallallahu’alaihi wasallam baru hijrah ke Madinah, warga Madinah memiliki dua hari raya yang biasanya di hari itu mereka bersenang-senang. Rasulullah bertanya: ‘Perayaan apakah yang dirayakan dalam dua hari ini?’. Warga madinah menjawab: ‘Pada dua hari raya ini, dahulu di masa Jahiliyyah kami biasa merayakannya dengan bersenang-senang’. Maka Rasulullah shallallahu’alaihi wasallam bersabda: ‘Sungguh Allah telah mengganti hari raya kalian dengan yang lebih baik, yaitu Idul Adha dan ‘Idul Fithri‘”",Anas bin Malik,Muhammad Nashiruddin Al Albani,Shahih Abu Daud,1134,Shahih
669,الطَّاعُونُ رِجْزٌ، أَوْ عَذَابٌ أُرْسِلَ علَى بَنِي إسْرَائِيلَ، أَوْ علَى مَن كانَ قَبْلَكُمْ، فَإِذَا سَمِعْتُمْ به بأَرْضٍ، فلا تَقْدَمُوا عليه، وإذَا وَقَعَ بأَرْضٍ وَأَنْتُمْ بهَا، فلا تَخْرُجُوا فِرَارًا منه. وقالَ أَبُو النَّضْرِ: لا يُخْرِجُكُمْ إلَّا فِرَارٌ منه,"“Tha'un (wabah kolera) adalah semacam azab (siksaan) yang diturunkan Allah kepada Bani Israil atau kepada umat yang sebelum kamu. Maka apabila kamu mendengar penyakit tha'un berjangkit di suatu negeri, janganlah kamu datang ke negeri itu. Dan apabila penyakit itu berjangkit di negeri tempat kamu berada, janganlah kamu keluar dari negeri itu untuk melarikan diri dari padanya'”",Usamah bin Zaid,Muslim bin Hajjaj,Shahih Muslim,2218,Shahih
670,أنَّ عُمَرَ بنَ الخَطَّابِ، خَرَجَ إلى الشَّامِ، حتَّى إذَا كانَ بسَرْغَ لَقِيَهُ أَهْلُ الأجْنَادِ أَبُو عُبَيْدَةَ بنُ الجَرَّاحِ وَأَصْحَابُهُ، فأخْبَرُوهُ أنَّ الوَبَاءَ قدْ وَقَعَ بالشَّامِ. قالَ ابنُ عَبَّاسٍ فَقالَ عُمَرُ: ادْعُ لي المُهَاجِرِينَ الأوَّلِينَ فَدَعَوْتُهُمْ، فَاسْتَشَارَهُمْ، وَأَخْبَرَهُمْ أنَّ الوَبَاءَ قدْ وَقَعَ بالشَّامِ، فَاخْتَلَفُوا فَقالَ بَعْضُهُمْ: قدْ خَرَجْتَ لأَمْرٍ وَلَا نَرَى أَنْ تَرْجِعَ عنْه، وَقالَ بَعْضُهُمْ معكَ بَقِيَّةُ النَّاسِ وَأَصْحَابُ رَسولِ اللهِ صَلَّى اللَّهُ عليه وَسَلَّمَ وَلَا نَرَى أَنْ تُقْدِمَهُمْ علَى هذا الوَبَاءِ فَقالَ: ارْتَفِعُوا عَنِّي، ثُمَّ قالَ ادْعُ لي الأنْصَارِ فَدَعَوْتُهُمْ له، فَاسْتَشَارَهُمْ، فَسَلَكُوا سَبِيلَ المُهَاجِرِينَ، وَاخْتَلَفُوا كَاخْتِلَافِهِمْ، فَقالَ: ارْتَفِعُوا عَنِّي، ثُمَّ قالَ: ادْعُ لي مَن كانَ هَاهُنَا مِن مَشْيَخَةِ قُرَيْشٍ مِن مُهَاجِرَةِ الفَتْحِ، فَدَعَوْتُهُمْ فَلَمْ يَخْتَلِفْ عليه رَجُلَانِ، فَقالوا: نَرَى أَنْ تَرْجِعَ بالنَّاسِ وَلَا تُقْدِمَهُمْ علَى هذا الوَبَاءِ، فَنَادَى عُمَرُ في النَّاسِ: إنِّي مُصْبِحٌ علَى ظَهْرٍ، فأصْبِحُوا عليه، فَقالَ أَبُو عُبَيْدَةَ بنُ الجَرَّاحِ: أَفِرَارًا مِن قَدَرِ اللهِ؟ فَقالَ عُمَرُ: لو غَيْرُكَ قالَهَا يا أَبَا عُبَيْدَةَ، وَكانَ عُمَرُ يَكْرَهُ خِلَافَهُ، نَعَمْ نَفِرُّ مِن قَدَرِ اللهِ إلى قَدَرِ اللهِ، أَرَأَيْتَ لو كَانَتْ لكَ إبِلٌ فَهَبَطَتْ وَادِيًا له عُدْوَتَانِ، إحْدَاهُما خَصْبَةٌ وَالأُخْرَى جَدْبَةٌ أَليسَ إنْ رَعَيْتَ الخَصْبَةَ رَعَيْتَهَا بقَدَرِ اللهِ، وإنْ رَعَيْتَ الجَدْبَةَ رَعَيْتَهَا بقَدَرِ اللهِ، قالَ: فَجَاءَ عبدُ الرَّحْمَنِ بنُ عَوْفٍ، وَكانَ مُتَغَيِّبًا في بَعْضِ حَاجَتِهِ، فَقالَ: إنَّ عِندِي مِن هذا عِلْمًا، سَمِعْتُ رَسولَ اللهِ صَلَّى اللَّهُ عليه وَسَلَّمَ يقولُ: إذَا سَمِعْتُمْ به بأَرْضٍ، فلا تَقْدَمُوا عليه، وإذَا وَقَعَ بأَرْضٍ وَأَنْتُمْ بهَا، فلا تَخْرُجُوا فِرَارًا منه. قالَ: فَحَمِدَ اللَّهَ عُمَرُ بنُ الخَطَّابِ ثُمَّ انْصَرَفَ. وَزَادَ في حَديثِ مَعْمَرٍ قالَ: وَقالَ له أَيْضًا: أَرَأَيْتَ أنَّهُ لو رَعَى الجَدْبَةَ وَتَرَكَ الخَصْبَةَ أَكُنْتَ مُعَجِّزَهُ؟ قالَ: نَعَمْ، قالَ: فَسِرْ إذًا، قالَ: فَسَارَ حتَّى أَتَى المَدِينَةَ، فَقالَ: هذا المَحِلُّ، أَوْ قالَ: هذا المَنْزِلُ إنْ شَاءَ اللَّهُ,"“Pada suatu ketika 'Umar bin Khaththab pergi ke Syam. Setelah sampai di Saragh, pimpinan tentara datang menyambutnya. Antara lain terdapat Abu ""Ubaidah bin Jarrah dan para sahabat yang lain. Mereka mengabarkan kepada 'Umar bahwa wabah penyakit sedang berjangkit di Syam. Ibnu Abbas berkata; 'Umar berkata; 'Panggil ke sini para pendahulu dari orang-orang Muhajirin! ' Maka kupanggil mereka, lalu 'Umar bermusyawarah dengan mereka. Kata 'Umar; 'Wabah penyakit sedang berjangkit di Syam. Bagaimana pendapat kalian? ' Mereka berbeda pendapat. Sebagian mengatakan kepada 'Umar; 'Anda telah keluar untuk suatu urusan penting. Karena itu kami berpendapat, tidak selayaknya Anda akan pulang begitu saja.' Sebagian yang lain mengatakan; 'Anda datang membawa suatu rombongan besar, yang disana terdapat para sahabat Rasulullah shallallahu 'alaihi wasallam. Kami tidak sependapat jika Anda menghadapkan mereka kepada wabah ini.' Kata 'Umar; 'Pergilah kalian dari sini! ' Kemudian 'Umar berkata lagi; 'Panggil ke sini orang-orang Anshar! ' Maka aku memanggil mereka lalu 'Umar bermusyawarah dengan mereka. Ternyata kebijaksanaan mereka sama dengan orang-orang Muhajirin. Mereka berbeda pendapat seperti orang-orang Muhajirin. Maka kata 'Umar; 'Pergilah kalian dari sini! ' Kata 'Umar selanjutnya; 'Panggil ke sini pemimpin-pemimpin Quraisy yang hijrah sebelum penaklukan Makkah! ' Maka aku memanggil mereka. Ternyata mereka semuanya sependapat, tidak ada perbedaan. Kata mereka; 'Kami berpendapat, sebaiknya Anda pulang saja kembali bersama rombongan Anda dan jangan menghadapkan mereka kepada wabah ini. Lalu 'Umar menyerukan kepada rombongannya; 'Besok pagi-pagi aku akan kembali pulang. Karena itu bersiap-siaplah kalian! ' Abu 'Ubaidah bin Jarrah bertanya; 'Apakah kita hendak lari dari takdir Allah? ' Jawab 'Umar; 'Mengapa kamu bertanya demikian hai Abu 'Ubaidah? Agaknya 'Umar tidak mau berdebat dengannya. Dia menjawab; Ya, kita lari dari takdir Allah kepada takdir Allah. Bagaimana pendapatmu, seandainya engkau mempunyai seekor unta, lalu engkau turun ke lembah yang mempunyai dua sisi. Yang satu subur dan yang lain tandus. Bukanlah jika engkau menggembalakannya di tempat yang subur, engkau menggembala dengan takdir Allah juga, dan jika engkau menggembala di tempat tandus engkau menggembala dengan takdir Allah? ' Tiba-tiba datang 'Abdurrahman bin 'Auf(7) yang sejak tadi belum hadir karena suatu urusan. Lalu dia berkata; 'Aku mengerti masalah ini. Aku mendengar Rasulullah shallallahu 'alaihi wasallam bersabda: 'Apabila kamu mendengar wabah berjangkit di suatu negeri, janganlah kamu datangi negeri itu. Dan apabila wabah itu berjangkit di negeri tempat kamu berada, maka janganlah keluar dari negeri itu karena hendak melarikan diri.' Ibnu 'Abbas berkata; 'Umar bin Khaththab lalu mengucapkan puji syukur kepada Allah, setelah itu dia pergi.' Di dalam Hadits Ma'mar ada tambahan: Umar berkata; bukankah jika kamu menggembalakan unta di tempat yang tandus dengan meninggalkan tempat yang subur berarti kamu telah membuatnya lemah? Abu Ubaidah menjawab; 'Ya.' Umar berkata; maka berangkatlah! Maka Abu Ubaidah berangkat hingga sampai di Madinah, lalu dia berkata; 'Insya Allah ini adalah tempat tinggal'”",Abdullah bin Abbas,Muslim bin Hajjaj,Shahih Muslim,2219,Shahih
